BRAND,STATE,TALUKA,DISTRICT,COUNTER_CODE,LAT,LONG,COUNTER_POTENTIAL
BANGUR,Telangana,HYDERABAD,HYDERABAD,865181,17.35544,78.52152,500
BANGUR,Telangana,HYDERABAD,HYDERABAD,881723,17.30305368,78.46612722,500
BANGUR,Telangana,HYDERABAD,HYDERABAD,892103,17.35756155,78.38652742,300
BANGUR,Telangana,HYDERABAD,HYDERABAD,898807,17.345481,78.451479,400
BANGUR,Telangana,HYDERABAD,HYDERABAD,902348,17.29599126,78.47646296,3000
BANGUR,Telangana,HYDERABAD,HYDERABAD,903080,17.381769,78.461716,800
BANGUR,Telangana,HYDERABAD,HYDERABAD,906071,17.32912,78.425497,300
SHREE,Telangana,HYDERABAD,HYDERABAD,779006,17.3310414,78.4863838,800
SHREE,Telangana,HYDERABAD,HYDERABAD,779010,17.38454164,78.43942589,1500
SHREE,Telangana,HYDERABAD,HYDERABAD,796979,17.3258711,78.4772991,1500
SHREE,Telangana,HYDERABAD,HYDERABAD,803237,17.3183305,78.466921,1500
SHREE,Telangana,HYDERABAD,HYDERABAD,805348,17.3604678,78.3966052,300
SHREE,Telangana,HYDERABAD,HYDERABAD,805347,17.37412575,78.49404942,300
SHREE,Telangana,HYDERABAD,HYDERABAD,808281,17.347534,78.4852034,300
SHREE,Telangana,HYDERABAD,HYDERABAD,816716,17.469,78.4175,500
SHREE,Telangana,HYDERABAD,HYDERABAD,817234,17.3545285,78.48096371,300
SHREE,Telangana,HYDERABAD,HYDERABAD,820561,17.2983304,78.4768411,300
SHREE,Telangana,HYDERABAD,HYDERABAD,822368,17.3252745,78.4337506,300
SHREE,Telangana,HYDERABAD,HYDERABAD,824105,17.37366521,78.41670767,300
SHREE,Telangana,HYDERABAD,HYDERABAD,827559,17.39681,78.51164,1500
SHREE,Telangana,HYDERABAD,HYDERABAD,841197,17.37678602,78.43073969,400
SHREE,Telangana,HYDERABAD,HYDERABAD,846276,17.4695,78.4934,300
SHREE,Telangana,HYDERABAD,HYDERABAD,847513,17.489,78.3827,600
SHREE,Telangana,HYDERABAD,HYDERABAD,874718,17.3894,78.4639,300
SHREE,Telangana,HYDERABAD,HYDERABAD,889398,17.3269622,78.4755204,300
SHREE,Telangana,HYDERABAD,HYDERABAD,891121,17.37203916,78.462472,300
BANGUR,Telangana,KHAIRATABAD,HYDERABAD,836092,17.448643,78.4175965,800
SHREE,Telangana,KHAIRATABAD,HYDERABAD,799171,17.44198,78.43003,500
BANGUR,Telangana,KHAIRTABAD,HYDERABAD,852366,17.4113208,78.42732315,500
SHREE,Telangana,KHAIRTABAD,HYDERABAD,805919,17.40995,78.43879,300
BANGUR,Telangana,MAREDPALLE,HYDERABAD,821787,17.38968696,78.45519436,2500
BANGUR,Telangana,MUSHEERABAD,HYDERABAD,826126,17.31121744,78.47548566,300
BANGUR,Telangana,MUSHEERABAD,HYDERABAD,853417,17.44316561,78.51980341,300
SHREE,Telangana,MUSHEERABAD,HYDERABAD,783466,17.36957,78.51147,350
SHREE,Telangana,MUSHEERABAD,HYDERABAD,822427,17.393,78.473,500
SHREE,Telangana,MUSHEERABAD,HYDERABAD,883161,17.54723966,78.21820508,1200
SHREE,Telangana,NAMPALLY,HYDERABAD,777817,17.3882,78.4645,5000
SHREE,Telangana,SAIDABAD,HYDERABAD,824942,17.36833534,78.48581539,300
BANGUR,Telangana,SAIDHABAD,HYDERABAD,856105,17.2875646,78.47251027,1000
BANGUR,Telangana,SAIDHABAD,HYDERABAD,867814,17.37994,78.51391,1000
BANGUR,Telangana,SAIDHABAD,HYDERABAD,826538,17.36193341,78.50729117,800
BANGUR,Telangana,SECUNDERABAD,HYDERABAD,826127,17.44017899,78.48597214,300
SHREE,Telangana,SECUNDERABAD,HYDERABAD,779011,17.4264,78.51542,300
SHREE,Telangana,SECUNDERABAD,HYDERABAD,882595,17.43550939,78.45641083,550
SHREE,Telangana,SECUNDERABAD,HYDERABAD,899803,17.4381,78.5408,300
BANGUR,Telangana,SECUNDERABAD,HYDERABAD,826127,17.44017899,78.48597214,300
SHREE,Telangana,SECUNDERABAD,HYDERABAD,779011,17.4264,78.51542,300
SHREE,Telangana,SECUNDERABAD,HYDERABAD,882595,17.43550939,78.45641083,550
SHREE,Telangana,SECUNDERABAD,HYDERABAD,899803,17.4381,78.5408,300
BANGUR,Telangana,SHAIKPET,HYDERABAD,839258,17.4346433,78.4003499,1500
BANGUR,Telangana,SHAIKPET,HYDERABAD,881345,17.4065527,78.3902729,400
SHREE,Telangana,ABDULLAPURMET,K.V.RANGAREDDY,877716,17.304837,78.687177,300
BANGUR,Telangana,ABUDULLAPUR,K.V.RANGAREDDY,842958,17.30276901,78.60878007,300
BANGUR,Telangana,ABUDULLAPUR,K.V.RANGAREDDY,893870,17.26959,78.58862,600
BANGUR,Telangana,BALANAGAR,K.V.RANGAREDDY,882287,17.4567334,78.4084817,300
SHREE,Telangana,BALANAGAR,K.V.RANGAREDDY,882596,17.45364885,78.42247293,800
SHREE,Telangana,BALAPUR,K.V.RANGAREDDY,820091,17.3200984,78.492569,500
SHREE,Telangana,BALAPUR,K.V.RANGAREDDY,878160,17.288579,78.535819,300
SHREE,Telangana,BALAPUR,K.V.RANGAREDDY,889396,17.299571,78.530168,300
SHREE,Telangana,BN REDDY NAGAR,K.V.RANGAREDDY,779024,17.316674,78.55377,400
SHREE,Telangana,CHEVELLA,K.V.RANGAREDDY,877888,17.30604453,78.142927,300
SHREE,Telangana,CHOWDARIGUDEM,K.V.RANGAREDDY,890511,17.10969393,77.99758624,300
SHREE,Telangana,GANDIPETA,K.V.RANGAREDDY,887279,17.369763,78.3862027,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,777488,17.314954,78.552609,1500
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,777951,17.328832,78.598239,1100
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,779360,17.32345,78.565246,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,782151,17.30313,78.551054,1100
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,808850,17.305131,78.60846,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,814426,17.311547,78.584174,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,841486,17.31864,78.560887,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,855499,17.320029,78.615393,650
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,866018,17.320148,78.613633,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,877712,17.330477,78.592541,300
SHREE,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,897851,17.249961,78.585597,400
BANGUR,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,839371,17.32759258,78.60105891,800
BANGUR,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,856902,17.34027954,78.62615793,400
BANGUR,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,869461,17.25330544,78.58308547,300
BANGUR,Telangana,HAYATHNAGAR,K.V.RANGAREDDY,877217,17.31961859,78.64229847,500
BANGUR,Telangana,IBRAHIMPATNAM,K.V.RANGAREDDY,833448,17.18016,78.65199,400
BANGUR,Telangana,IBRAHIMPATNAM,K.V.RANGAREDDY,902506,17.23189,78.58873,400
BANGUR,Telangana,IBRAHIMPATNAM,K.V.RANGAREDDY,901008,17.30827,78.475505,400
SHREE,Telangana,IBRAHIMPATNAM,K.V.RANGAREDDY,824427,17.234906,78.561321,300
SHREE,Telangana,IBRAHIMPATNAM,K.V.RANGAREDDY,779362,17.185208,78.65025,400
SHREE,Telangana,KANDUKUR,K.V.RANGAREDDY,826773,17.0717125,78.4768974,300
BANGUR,Telangana,KANDUKUR,K.V.RANGAREDDY,880237,16.98200599,78.50263146,400
SHREE,Telangana,KEESARA,K.V.RANGAREDDY,874353,17.48276,78.59128,350
SHREE,Telangana,KONDURG,K.V.RANGAREDDY,848900,17.0933639,78.03715901,300
SHREE,Telangana,KONDURG,K.V.RANGAREDDY,864319,17.08694218,77.99304886,300
BANGUR,Telangana,KOTHUR,K.V.RANGAREDDY,831520,17.20956879,78.27354845,300
BANGUR,Telangana,MAHESWARAM,K.V.RANGAREDDY,854445,17.20924316,78.47610313,400
BANGUR,Telangana,MAHESWARAM,K.V.RANGAREDDY,868510,17.13242,78.42788,500
BANGUR,Telangana,MAHESWARAM,K.V.RANGAREDDY,892537,17.20977641,78.47666414,2000
SHREE,Telangana,MAHESWARAM,K.V.RANGAREDDY,896277,17.1388,78.3929,300
BANGUR,Telangana,MANCHAL,K.V.RANGAREDDY,830953,17.48843,78.32283291,300
SHREE,Telangana,MANIKONDA,K.V.RANGAREDDY,820337,17.40743,78.38581,300
SHREE,Telangana,MANIKONDA,K.V.RANGAREDDY,841398,17.40076,78.38869,300
SHREE,Telangana,MANIKONDA,K.V.RANGAREDDY,883164,17.54809404,78.22299122,300
SHREE,Telangana,MOINABAD,K.V.RANGAREDDY,835916,17.41355,78.26538,300
SHREE,Telangana,MOINABAD,K.V.RANGAREDDY,838404,17.3301796,78.2714984,300
SHREE,Telangana,MOINABAD,K.V.RANGAREDDY,886197,17.314441,78.256151,300
BANGUR,Telangana,MOINABAD,K.V.RANGAREDDY,888002,17.3449115,78.3257781,300
BANGUR,Telangana,QUTUBULLAPUR,K.V.RANGAREDDY,824747,17.49882,78.43486432,500
BANGUR,Telangana,QUTUBULLAPUR,K.V.RANGAREDDY,830711,17.55425207,78.36199728,500
BANGUR,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,827670,17.35681752,78.43867418,800
BANGUR,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,828149,17.31536326,78.44906239,800
BANGUR,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,828974,17.35531039,78.44320068,2000
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,777816,17.3445858,78.4167811,600
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,779007,17.3032374,78.449834,800
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,796977,17.3132549,78.4417178,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,798506,17.3134271,78.4445988,400
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,820336,17.38383,78.36322,350
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,820559,17.3281311,78.4566565,400
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,829199,17.3384455,78.3722091,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,832541,17.44014,78.32989,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,857008,17.3243806,78.432769,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,857413,17.3633928,78.4277509,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,861428,17.2938608,78.4412935,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,881452,17.40072,78.3723,300
SHREE,Telangana,RAJENDRANAGAR,K.V.RANGAREDDY,900906,17.38341,78.409524,400
SHREE,Telangana,RAMACHANDRAPURAM,K.V.RANGAREDDY,777823,17.51088591,78.29495384,400
SHREE,Telangana,RAMACHANDRAPURAM,K.V.RANGAREDDY,777952,17.50765677,78.30199484,400
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,834151,17.28427751,78.53708533,300
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,865321,17.28574148,78.45088524,300
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,865658,17.29028422,78.49337274,300
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,867813,17.34263,78.51566,300
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,867871,17.33606289,78.55218673,2000
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,885527,17.24053,78.36116,300
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,893871,17.32862,78.54368,500
BANGUR,Telangana,SAROORNAGAR,K.V.RANGAREDDY,894842,17.36867854,78.3976289,500
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,777486,17.351027,78.553862,350
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,777489,17.33957,78.525209,400
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,777821,17.344934,78.526955,8000
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,779022,17.340192,78.565478,800
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,805918,17.324941,78.537941,500
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,807124,17.36164,78.544366,500
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,820335,17.335282,78.526539,1000
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,820562,17.2907879,78.497287,300
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,841485,17.349099,78.497989,400
SHREE,Telangana,SAROORNAGAR,K.V.RANGAREDDY,888803,17.3064532,78.4747799,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,777953,17.441664,78.305194,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,782460,17.4697449,78.3630673,1200
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,796670,17.45045,78.36482,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,796976,17.45859,78.39726,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,818480,17.49308438,78.34130108,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,819368,17.5121,78.3504,1000
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,820558,18.18006,78.15851,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,821185,17.4316797,78.322746,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,834381,17.47281,78.3611,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,841800,17.51036365,78.37289381,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,843687,17.49959,78.317766,400
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,847523,17.4708579,78.3488861,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,857787,17.47548,78.36119,900
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,875888,17.45553,78.3936,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,876994,17.4354056,78.3350332,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,881451,17.4953,78.3303,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,883494,17.4810648,78.34950719,300
SHREE,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,777482,17.44127,78.39212,900
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,826162,17.38659386,78.42980476,1000
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,828192,17.474,78.37154204,400
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,830736,17.4025597,78.3817532,700
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,832159,17.49882,78.34873,500
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,844267,17.50353,78.362,3000
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,862454,17.4785406,78.3619638,300
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,869533,17.48273096,78.38879688,500
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,876259,17.4513635,78.30810172,500
BANGUR,Telangana,SERILINGAMPALLY,K.V.RANGAREDDY,888003,17.33649104,78.32713823,400
BANGUR,Telangana,SHABAD,K.V.RANGAREDDY,872802,17.2344579,78.14137332,300
SHREE,Telangana,SHABAD,K.V.RANGAREDDY,878489,17.2289613,78.1332269,300
BANGUR,Telangana,SHADNAGAR,K.V.RANGAREDDY,824960,15.98236741,77.74358965,300
BANGUR,Telangana,SHADNAGAR,K.V.RANGAREDDY,825176,17.5450109,78.21744599,300
BANGUR,Telangana,SHADNAGAR,K.V.RANGAREDDY,826288,17.07289292,78.20258952,1000
BANGUR,Telangana,SHADNAGAR,K.V.RANGAREDDY,839530,17.06616483,78.20456362,300
BANGUR,Telangana,SHADNAGAR,K.V.RANGAREDDY,890756,17.06559047,78.20284701,300
BANGUR,Telangana,SHAMSHABAD,K.V.RANGAREDDY,827113,17.30434799,78.06080977,300
BANGUR,Telangana,SHAMSHABAD,K.V.RANGAREDDY,853653,17.264422,78.371524,500
SHREE,Telangana,SHAMSHABAD,K.V.RANGAREDDY,779003,17.2619,78.388,300
SHREE,Telangana,SHAMSHABAD,K.V.RANGAREDDY,821451,17.2657478,78.3737538,350
SHREE,Telangana,SHANKARPALLE,K.V.RANGAREDDY,804364,17.46196384,78.13269771,300
SHREE,Telangana,SHANKARPALLE,K.V.RANGAREDDY,806211,17.43242,78.18855,300
SHREE,Telangana,SHANKARPALLE,K.V.RANGAREDDY,884164,17.3916357,78.5383549,300
SHREE,Telangana,SHANKARPALLE,K.V.RANGAREDDY,900736,17.45577764,78.11455286,300
BANGUR,Telangana,SHANKARPALLE,K.V.RANGAREDDY,874726,17.45349965,78.13116875,300
BANGUR,Telangana,SHANKARPALLE,K.V.RANGAREDDY,884091,20.68302988,79.44567787,300
BANGUR,Telangana,YACHARAM,K.V.RANGAREDDY,894314,16.97277,78.73008,300
