ORG,SHIP_STATE,SHIP_DISTRICT,BRAND,INV_QTY
FGN,Uttar Pradesh,SHAHJAHANPUR,Bangur,50
FGN,Uttar Pradesh,SHAHJAHANPUR,Shree,50
FGN,Uttar Pradesh,SHAMLI,Shree,50
FGN,Uttar Pradesh,SITAPUR,Bangur,50
FGN,Uttar Pradesh,SITAPUR,Shree,50
FGN,Uttar Pradesh,SULTANPUR,Shree,50
FGN,Uttranchal,UDHAM SINGH NAGAR,Bangur,50
FGN,Uttranchal,UDHAM SINGH NAGAR,Rockstrong,50
FGN,Uttranchal,UDHAM SINGH NAGAR,Shree,50
FGO,Odisha,ANGUL,Bangur,50
FGO,Odisha,ANGUL,Shree,60.63333333
FGO,Odisha,BALESWAR,Bangur,50
FGO,Odisha,BALESWAR,Shree,50
FGO,Odisha,BHADRAK,Bangur,50
FGO,Odisha,BHADRAK,Shree,50
FGO,Odisha,CUTTACK,Bangur,50
FGO,Odisha,CUTTACK,Shree,101.3941333
FGO,Odisha,DHENKANAL,Bangur,50
FGO,Odisha,DHENKANAL,Shree,50
FGO,Odisha,GAJAPATI,Shree,50
FGO,Odisha,GANJAM,Bangur,50
FGO,Odisha,GANJAM,Shree,50
FGO,Odisha,JAGATSINGHAPUR,Bangur,50
FGO,Odisha,JAGATSINGHAPUR,Shree,50
FGO,Odisha,JAJAPUR,Bangur,50
FGO,Odisha,JAJAPUR,Shree,62.46666667
FGO,Odisha,KANDHAMAL,Bangur,50
FGO,Odisha,KANDHAMAL,Shree,50
FGO,Odisha,KENDRAPARA,Bangur,50
FGO,Odisha,KENDRAPARA,Shree,50
FGO,Odisha,KENDUJHAR,Bangur,50
FGO,Odisha,KENDUJHAR,Shree,52.5
FGO,Odisha,KHORDA,Bangur,67.4
FGO,Odisha,KHORDA,Shree,115.1333333
FGO,Odisha,NAYAGARH,Bangur,50
FGO,Odisha,NAYAGARH,Shree,50
FGO,Odisha,PURI,Bangur,50
FGO,Odisha,PURI,Shree,50
FGP,Chandigarh,CHANDIGARH,Shree,50
FGP,Haryana,AMBALA,Bangur,55.76666667
FGP,Haryana,AMBALA,Rockstrong,50
FGP,Haryana,AMBALA,Shree,184.8
FGP,Haryana,FATEHABAD,Bangur,50
FGP,Haryana,FATEHABAD,Rockstrong,50
FGP,Haryana,HISSAR,Bangur,50
FGP,Haryana,HISSAR,Shree,50
FGP,Haryana,JIND,Bangur,50
FGP,Haryana,JIND,Rockstrong,50
FGP,Haryana,JIND,Shree,50
FGP,Haryana,KAITHAL,Bangur,50
FGP,Haryana,KAITHAL,Rockstrong,50
FGP,Haryana,KAITHAL,Shree,61.8
FGP,Haryana,KARNAL,Bangur,51.38333333
FGP,Haryana,KARNAL,Rockstrong,50
FGP,Haryana,KARNAL,Shree,148.7866667
FGP,Haryana,KURUKSHETRA,Bangur,50
FGP,Haryana,KURUKSHETRA,Rockstrong,50
FGP,Haryana,KURUKSHETRA,Shree,71.3
FGP,Haryana,PANCHKULA,Bangur,50
FGP,Haryana,PANCHKULA,Rockstrong,50
FGP,Haryana,PANCHKULA,Shree,58.2
FGP,Haryana,PANIPAT,Bangur,81.78333333
FGP,Haryana,PANIPAT,Rockstrong,50
FGP,Haryana,PANIPAT,Shree,95.84186667
FGP,Haryana,SONEPAT,Bangur,108.0583333
FGP,Haryana,SONEPAT,Rockstrong,50
FGP,Haryana,SONEPAT,Shree,117.6833333
FGP,Haryana,YAMUNA NAGAR,Bangur,81.43333333
FGP,Haryana,YAMUNA NAGAR,Rockstrong,50.21666667
FGP,Haryana,YAMUNA NAGAR,Shree,216.4166667
FGP,Himachal Pradesh,LAHAUL SPITI,Shree,50
FGP,Himachal Pradesh,SIRMAUR,Bangur,50
FGP,Himachal Pradesh,SIRMAUR,Rockstrong,50
FGP,Himachal Pradesh,SIRMAUR,Shree,50
FGP,Himachal Pradesh,SOLAN,Bangur,53.28333333
FGP,Himachal Pradesh,SOLAN,Shree,50
FGP,Punjab,FATEHGARH SAHIB,Bangur,50
FGP,Punjab,FATEHGARH SAHIB,Rockstrong,50
FGP,Punjab,FATEHGARH SAHIB,Shree,63.5
FGP,Punjab,HOSHIARPUR,Bangur,50
FGP,Punjab,HOSHIARPUR,Shree,50
FGP,Punjab,LUDHIANA,Bangur,50
FGP,Punjab,LUDHIANA,Shree,50
FGP,Punjab,MOHALI,Bangur,50
FGP,Punjab,MOHALI,Rockstrong,50
FGP,Punjab,MOHALI,Shree,234.9666667
FGP,Punjab,PATIALA,Bangur,50
FGP,Punjab,PATIALA,Rockstrong,50
FGP,Punjab,PATIALA,Shree,184.6666667
FGP,Punjab,ROPAR,Bangur,50
FGP,Punjab,ROPAR,Rockstrong,50
FGP,Punjab,ROPAR,Shree,77.43333333
FGP,Rajasthan,PALI,Bangur,50
FGP,Rajasthan,PALI,Shree,50
FGP,Uttar Pradesh,BAGHPAT,Bangur,50
FGP,Uttar Pradesh,BAGHPAT,Rockstrong,50
FGP,Uttar Pradesh,BAGHPAT,Shree,50
FGP,Uttar Pradesh,MEERUT,Bangur,50
FGP,Uttar Pradesh,MUZAFFARNAGAR,Bangur,50
FGP,Uttar Pradesh,MUZAFFARNAGAR,Rockstrong,50
FGP,Uttar Pradesh,MUZAFFARNAGAR,Shree,59.51666667
FGP,Uttar Pradesh,SHAMLI,Bangur,50
FGP,Uttar Pradesh,SHAMLI,Rockstrong,50
FGP,Uttar Pradesh,SHAMLI,Shree,50
FGQ,Bihar,ARARIA,Bangur,88.56
FGQ,Bihar,ARARIA,Shree,50
FGQ,Bihar,BANKA,Bangur,50
FGQ,Bihar,BANKA,Shree,161.1
FGQ,Bihar,BEGUSARAI,Bangur,50
FGQ,Bihar,BEGUSARAI,Shree,50
FGQ,Bihar,BHAGALPUR,Bangur,69.33
FGQ,Bihar,BHAGALPUR,Shree,62.06666667
FGQ,Bihar,DARBHANGA,Bangur,50
FGQ,Bihar,DARBHANGA,Shree,50
FGQ,Bihar,EAST CHAMPARAN,Bangur,85.56
FGQ,Bihar,EAST CHAMPARAN,Shree,85.86
FGQ,Bihar,JAMUI,Bangur,50
FGQ,Bihar,JAMUI,Shree,50
FGQ,Bihar,KATIHAR,Bangur,50
FGQ,Bihar,KATIHAR,Shree,110.36
FGQ,Bihar,KHAGARIA,Bangur,50
FGQ,Bihar,KHAGARIA,Shree,54.21666667
FGQ,Bihar,KISHANGANJ,Bangur,105.8266667
FGQ,Bihar,KISHANGANJ,Shree,102.3933333
FGQ,Bihar,LAKHISARAI,Bangur,50
FGQ,Bihar,LAKHISARAI,Shree,50
FGQ,Bihar,MADHEPURA,Bangur,88.96333333
FGQ,Bihar,MADHEPURA,Shree,50
FGQ,Bihar,MUZAFFARPUR,Bangur,50
FGQ,Bihar,MUZAFFARPUR,Shree,50
FGQ,Bihar,NAWADA,Bangur,50
FGQ,Bihar,NAWADA,Shree,50
FGQ,Bihar,PURNEA,Bangur,113.0666667
FGQ,Bihar,PURNEA,Shree,154.52
FGQ,Bihar,SAHARSA,Bangur,50
FGQ,Bihar,SAHARSA,Shree,50
FGQ,Bihar,SARAN,Shree,85.76
FGQ,Bihar,SEIKHPURA,Shree,50
FGQ,Bihar,SIWAN,Bangur,85.76
FGQ,Bihar,SIWAN,Shree,85.66
FGQ,Bihar,SUPAUL,Bangur,50
FGQ,Bihar,SUPAUL,Shree,50
FGQ,Bihar,VAISHALI,Bangur,91.56
FGQ,Bihar,WEST CHAMPARAN,Bangur,50
FGQ,Bihar,WEST CHAMPARAN,Shree,50
FGQ,Jharkhand,BOKARO,Bangur,50
FGQ,Jharkhand,BOKARO,Shree,51.03333333
FGQ,Jharkhand,CHATRA,Bangur,50
FGQ,Jharkhand,CHATRA,Shree,59.16666667
FGQ,Jharkhand,DEOGHAR,Bangur,50
FGQ,Jharkhand,DEOGHAR,Shree,50
FGQ,Jharkhand,DHANBAD,Bangur,50
FGQ,Jharkhand,DHANBAD,Shree,83.26666667
FGQ,Jharkhand,DUMKA,Shree,50
FGQ,Jharkhand,EAST SINGHBHUM,Bangur,206.6666667
FGQ,Jharkhand,EAST SINGHBHUM,Shree,211.4666667
FGQ,Jharkhand,GARHWA,Bangur,186.3333333
FGQ,Jharkhand,GARHWA,Shree,154.4
FGQ,Jharkhand,GIRIDH,Bangur,61.66666667
FGQ,Jharkhand,GIRIDH,Shree,147.2
FGQ,Jharkhand,GODDA,Bangur,50
FGQ,Jharkhand,GODDA,Shree,50
FGQ,Jharkhand,GUMLA,Bangur,153.5666667
FGQ,Jharkhand,GUMLA,Shree,190
FGQ,Jharkhand,HAZARIBAG,Bangur,50
FGQ,Jharkhand,HAZARIBAG,Shree,50
FGQ,Jharkhand,JAMTARA,Bangur,50
FGQ,Jharkhand,JAMTARA,Shree,50
FGQ,Jharkhand,KHUNTI,Bangur,50
FGQ,Jharkhand,KHUNTI,Shree,50
FGQ,Jharkhand,KODERMA,Bangur,50
FGQ,Jharkhand,KODERMA,Shree,50
FGQ,Jharkhand,LATEHAR,Bangur,50
FGQ,Jharkhand,LATEHAR,Shree,50
FGQ,Jharkhand,LOHARDAGA,Bangur,65
FGQ,Jharkhand,LOHARDAGA,Shree,94.23333333
FGQ,Jharkhand,PAKUR,Bangur,50
FGQ,Jharkhand,PAKUR,Shree,50
FGQ,Jharkhand,PALAMAU,Bangur,69.26666667
FGQ,Jharkhand,PALAMAU,Shree,152.4333333
FGQ,Jharkhand,RAMGARH,Bangur,51.16666667
FGQ,Jharkhand,RAMGARH,Shree,50
FGQ,Jharkhand,RANCHI,Bangur,306.5333333
FGQ,Jharkhand,RANCHI,Shree,273.4
FGQ,Jharkhand,SAHIBGANJ,Bangur,50
FGQ,Jharkhand,SAHIBGANJ,Shree,56.73333333
FGQ,Jharkhand,SERAIKELA KHARSAWAN,Bangur,50
FGQ,Jharkhand,SERAIKELA KHARSAWAN,Shree,50
FGQ,Jharkhand,SIMDEGA,Bangur,50
FGQ,Jharkhand,SIMDEGA,Shree,50
FGQ,Jharkhand,WEST SINGHBHUM,Bangur,91.83333333
FGQ,Jharkhand,WEST SINGHBHUM,Shree,110.2
FGQ,Odisha,BALESWAR,Bangur,50
FGQ,Odisha,BALESWAR,Shree,50
FGQ,Odisha,MAYURBHANJ,Bangur,66.03333333
FGQ,Odisha,MAYURBHANJ,Shree,50
FGQ,West Bengal,BANKURA,Bangur,68.79666667
FGQ,West Bengal,BANKURA,Shree,51.36333333
FGQ,West Bengal,BARDHAMAN,Bangur,113.1266667
FGQ,West Bengal,BARDHAMAN,Shree,187.22
FGQ,West Bengal,BIRBHUM,Bangur,50
FGQ,West Bengal,BIRBHUM,Shree,65.61333333
FGQ,West Bengal,DARJEELING,Bangur,50
FGQ,West Bengal,EAST MIDNAPORE,Bangur,50
FGQ,West Bengal,EAST MIDNAPORE,Shree,50
FGQ,West Bengal,HOOGHLY,Bangur,180.4233333
FGQ,West Bengal,HOOGHLY,Shree,81.1
FGQ,West Bengal,HOWRAH,Bangur,50
FGQ,West Bengal,KOLKATA,Shree,180.745
FGQ,West Bengal,MALDA,Bangur,91.16
FGQ,West Bengal,MALDA,Shree,50
FGQ,West Bengal,MURSHIDABAD,Shree,116.0033333
FGQ,West Bengal,NADIA,Bangur,50
FGQ,West Bengal,NADIA,Shree,50
FGQ,West Bengal,NORTH 24 PARAGANAS,Bangur,50
FGQ,West Bengal,NORTH 24 PARAGANAS,Shree,50
FGQ,West Bengal,NORTH DINAJPUR,Bangur,137.29
FGQ,West Bengal,PURULIA,Bangur,69.49333333
FGQ,West Bengal,PURULIA,Shree,137.1946667
FGQ,West Bengal,SOUTH 24 PARGANAS,Bangur,129
FGQ,West Bengal,SOUTH 24 PARGANAS,Shree,50
FGQ,West Bengal,WEST MIDNAPORE,Bangur,50
FGQ,West Bengal,WEST MIDNAPORE,Shree,50
FGR,BANASKANTA,BHABHAR,Bangur,50
FGR,Gujarat,AHMEDABAD,Bangur,50
FGR,Gujarat,AHMEDABAD,Shree,109.1166667
FGR,Gujarat,ANAND,Shree,50
FGR,Gujarat,BANASKANTA,Bangur,50
FGR,Gujarat,BANASKANTA,Shree,50
FGR,Gujarat,CHHOTA UDAIPUR,Shree,50
FGR,Gujarat,DAHOD,Shree,50
FGR,Gujarat,GANDHINAGAR,Bangur,50
FGR,Gujarat,GANDHINAGAR,Shree,50
FGR,Gujarat,KHEDA,Bangur,50
FGR,Gujarat,KHEDA,Shree,50
FGR,Gujarat,KUTCH,Shree,50
FGR,Gujarat,MAHISAGAR,Shree,50
FGR,Gujarat,MEHSANA,Bangur,50
FGR,Gujarat,MEHSANA,Shree,50
FGR,Gujarat,PANCHMAHAL,Bangur,50
FGR,Gujarat,PANCHMAHAL,Shree,50
FGR,Gujarat,PATAN,Bangur,50
FGR,Gujarat,PATAN,Shree,50
FGR,Gujarat,SABARKANTHA,Bangur,50
FGR,Gujarat,SABARKANTHA,Shree,50
FGR,Gujarat,VADODARA,Bangur,50
FGR,Gujarat,VADODARA,Shree,50
FGR,Haryana,BHIWANI,Bangur,50
FGR,Haryana,BHIWANI,Rockstrong,50
FGR,Haryana,BHIWANI,Shree,50
FGR,Haryana,CHARKHI DADRI,Bangur,50
FGR,Haryana,CHARKHI DADRI,Rockstrong,50
FGR,Haryana,CHARKHI DADRI,Shree,50
FGR,Haryana,FARIDABAD,Bangur,50
FGR,Haryana,FATEHABAD,Bangur,50
FGR,Haryana,FATEHABAD,Rockstrong,50
FGR,Haryana,FATEHABAD,Shree,50
FGR,Haryana,GURGAON,Bangur,50
FGR,Haryana,GURGAON,Rockstrong,50
FGR,Haryana,GURGAON,Shree,50
FGR,Haryana,HISSAR,Bangur,50
FGR,Haryana,HISSAR,Rockstrong,50
FGR,Haryana,HISSAR,Shree,50
FGR,Haryana,JHAJJAR,Rockstrong,50
FGR,Haryana,JHAJJAR,Shree,50
FGR,Haryana,JIND,Bangur,50
FGR,Haryana,JIND,Rockstrong,50
FGR,Haryana,JIND,Shree,50
FGR,Haryana,KAITHAL,Bangur,50
FGR,Haryana,KAITHAL,Rockstrong,50
FGR,Haryana,KAITHAL,Shree,50
FGR,Haryana,KARNAL,Rockstrong,50
FGR,Haryana,KARNAL,Shree,50
FGR,Haryana,KURUKSHETRA,Bangur,50
FGR,Haryana,KURUKSHETRA,Rockstrong,50
FGR,Haryana,MAHENDRAGARH,Bangur,50
FGR,Haryana,MAHENDRAGARH,Rockstrong,50
FGR,Haryana,MAHENDRAGARH,Shree,50
FGR,Haryana,MEWAT,Bangur,50
FGR,Haryana,MEWAT,Shree,50
FGR,Haryana,PALWAL,Bangur,50
FGR,Haryana,PALWAL,Shree,50
FGR,Haryana,PANCHKULA,Rockstrong,50
FGR,Haryana,PANIPAT,Bangur,50
FGR,Haryana,PANIPAT,Shree,50
FGR,Haryana,REWARI,Rockstrong,50
FGR,Haryana,REWARI,Shree,50
FGR,Haryana,ROHTAK,Bangur,50
FGR,Haryana,ROHTAK,Rockstrong,50
FGR,Haryana,ROHTAK,Shree,50
FGR,Haryana,SIRSA,Bangur,50
FGR,Haryana,SIRSA,Rockstrong,71.08333333
FGR,Haryana,SIRSA,Shree,50
FGR,Haryana,SONEPAT,Rockstrong,50
FGR,Haryana,SONEPAT,Shree,50
FGR,Haryana,YAMUNA NAGAR,Rockstrong,50
FGR,Haryana,YAMUNA NAGAR,Shree,50
FGR,Punjab,BHATINDA,Bangur,50
FGR,Punjab,BHATINDA,Rockstrong,50
FGR,Punjab,BHATINDA,Shree,50
FGR,Punjab,LUDHIANA,Shree,50
FGR,Punjab,MALERKOTLA,Shree,50
FGR,Punjab,MANSA,Bangur,50
FGR,Punjab,MANSA,Rockstrong,50
FGR,Punjab,MANSA,Shree,50
FGR,Punjab,MOHALI,Bangur,50
FGR,Punjab,MOHALI,Rockstrong,50
FGR,Punjab,MOHALI,Shree,50
FGR,Punjab,MUKTSAR,Bangur,50
FGR,Punjab,PATIALA,Bangur,50
FGR,Punjab,PATIALA,Rockstrong,50
FGR,Punjab,PATIALA,Shree,50
FGR,Punjab,ROPAR,Bangur,50
FGR,Punjab,ROPAR,Shree,50
FGR,Punjab,SANGRUR,Bangur,50
FGR,Punjab,SANGRUR,Rockstrong,50
FGR,Punjab,SANGRUR,Shree,50
FGR,Rajasthan,AJMER,Bangur,50
FGR,Rajasthan,AJMER,Rockstrong,50
FGR,Rajasthan,AJMER,Shree,50
FGR,Rajasthan,ALWAR,Bangur,50
FGR,Rajasthan,ALWAR,Rockstrong,50
FGR,Rajasthan,ALWAR,Shree,50
FGR,Rajasthan,BANSWARA,Shree,50
FGR,Rajasthan,BARMER,Bangur,50
FGR,Rajasthan,BARMER,Rockstrong,50
FGR,Rajasthan,BARMER,Shree,50
FGR,Rajasthan,BHARATPUR,Bangur,50
FGR,Rajasthan,BHARATPUR,Rockstrong,50
FGR,Rajasthan,BHARATPUR,Shree,50
FGR,Rajasthan,BHILWARA,Rockstrong,50
FGR,Rajasthan,BHILWARA,Shree,50
FGR,Rajasthan,BIKANER,Shree,50
FGR,Rajasthan,CHITTORGARH,Rockstrong,50
FGR,Rajasthan,CHITTORGARH,Shree,50
FGR,Rajasthan,CHURU,Rockstrong,50
FGR,Rajasthan,CHURU,Shree,50
FGR,Rajasthan,DHOLPUR,Rockstrong,50
FGR,Rajasthan,DHOLPUR,Shree,50
FGR,Rajasthan,JAIPUR,Shree,50
FGR,Rajasthan,JAISALMER,Shree,50
FGR,Rajasthan,JALORE,Bangur,50
FGR,Rajasthan,JALORE,Rockstrong,50
FGR,Rajasthan,JALORE,Shree,50
FGR,Rajasthan,JHUNJHUNU,Bangur,50
FGR,Rajasthan,JHUNJHUNU,Rockstrong,50
FGR,Rajasthan,JHUNJHUNU,Shree,165.8346667
FGR,Rajasthan,JODHPUR,Bangur,50
FGR,Rajasthan,JODHPUR,Rockstrong,50
FGR,Rajasthan,JODHPUR,Shree,50
FGR,Rajasthan,KAROLI,Shree,50
FGR,Rajasthan,KOTA,Shree,50
FGR,Rajasthan,NAGAUR,Bangur,50
FGR,Rajasthan,NAGAUR,Rockstrong,50
FGR,Rajasthan,NAGAUR,Shree,50
FGR,Rajasthan,PALI,Bangur,746.6171
FGR,Rajasthan,PALI,Rockstrong,1516.456667
FGR,Rajasthan,PALI,Shree,4494.237
FGR,Rajasthan,SAWAIMADHOPUR,Bangur,50
FGR,Rajasthan,SAWAIMADHOPUR,Shree,50
FGR,Rajasthan,SIKAR,Rockstrong,50
FGR,Rajasthan,SIKAR,Shree,50
FGR,Rajasthan,SIROHI,Bangur,50
FGR,Rajasthan,SIROHI,Shree,50
FGR,Rajasthan,TONK,Rockstrong,50
FGR,Rajasthan,TONK,Shree,50
FGR,Uttar Pradesh,ALIGARH,Bangur,50
FGR,Uttar Pradesh,ALIGARH,Rockstrong,50
FGR,Uttar Pradesh,AMROHA,Bangur,50
FGR,Uttar Pradesh,AMROHA,Rockstrong,50
FGR,Uttar Pradesh,AMROHA,Shree,50
FGR,Uttar Pradesh,AURAIYA,Bangur,50
FGR,Uttar Pradesh,AURAIYA,Shree,50
FGR,Uttar Pradesh,BADAUN,Rockstrong,50
FGR,Uttar Pradesh,BADAUN,Shree,50
FGR,Uttar Pradesh,BIJNOR,Bangur,50
FGR,Uttar Pradesh,BIJNOR,Rockstrong,50
FGR,Uttar Pradesh,BIJNOR,Shree,50
FGR,Uttar Pradesh,BULLAND SHAHAR,Rockstrong,50
FGR,Uttar Pradesh,BULLAND SHAHAR,,50
FGR,Uttar Pradesh,BULLAND SHAHAR,Shree,50
FGR,Uttar Pradesh,ETAH,Shree,50
FGR,Uttar Pradesh,FARUKKHABAD,Rockstrong,50
FGR,Uttar Pradesh,FARUKKHABAD,Shree,50
FGR,Uttar Pradesh,GHAZIABAD,Shree,50
FGR,Uttar Pradesh,HATHRAS,Shree,50
FGR,Uttar Pradesh,J.P.NAGAR,Bangur,50
FGR,Uttar Pradesh,J.P.NAGAR,Shree,50
FGR,Uttar Pradesh,KANSHIRAM NAGAR,Bangur,50
FGR,Uttar Pradesh,KANSHIRAM NAGAR,Shree,50
FGR,Uttar Pradesh,MAINPURI,Bangur,50
FGR,Uttar Pradesh,MAINPURI,Shree,50
FGR,Uttar Pradesh,MATHURA,Bangur,50
FGR,Uttar Pradesh,MATHURA,Rockstrong,50
FGR,Uttar Pradesh,MORADABAD,Bangur,50
FGR,Uttar Pradesh,MORADABAD,Rockstrong,50
FGR,Uttar Pradesh,MORADABAD,Shree,50
FGR,Uttar Pradesh,MUZAFFARNAGAR,Bangur,50
FGR,Uttar Pradesh,MUZAFFARNAGAR,Rockstrong,50
FGR,Uttar Pradesh,PILIBHIT,Rockstrong,50
FGR,Uttar Pradesh,RAMPUR,Bangur,50
FGR,Uttar Pradesh,RAMPUR,Rockstrong,50
FGR,Uttar Pradesh,RAMPUR,Shree,50
FGR,Uttar Pradesh,SAHARANPUR,Rockstrong,50
FGR,Uttar Pradesh,SAHARANPUR,Shree,50
FGR,Uttar Pradesh,SAMBHAL,Bangur,50
FGR,Uttar Pradesh,SAMBHAL,Rockstrong,50
FGR,Uttar Pradesh,SAMBHAL,Shree,50
FGR,Uttranchal,NENITAL (UTT),Bangur,50
FGR,Uttranchal,NENITAL (UTT),Shree,50
FGR,Uttranchal,POODI GADWAL,Bangur,50
FGR,Uttranchal,UDHAM SINGH NAGAR,Bangur,50
FGR,Uttranchal,UDHAM SINGH NAGAR,Shree,50
FGS,Haryana,FATEHABAD,Bangur,50
FGS,Haryana,FATEHABAD,Rockstrong,50
FGS,Haryana,FATEHABAD,Shree,59.73333333
FGS,Haryana,HISSAR,Bangur,50
FGS,Haryana,HISSAR,Rockstrong,50
FGS,Haryana,HISSAR,Shree,107.5
FGS,Haryana,SIRSA,Bangur,75.7
FGS,Haryana,SIRSA,Rockstrong,52.73333333
FGS,Haryana,SIRSA,Shree,64.3
FGS,Himachal Pradesh,KANGRA,Bangur,50
FGS,Himachal Pradesh,KANGRA,Shree,50
FGS,Himachal Pradesh,UNA,Bangur,50
FGS,Himachal Pradesh,UNA,Shree,50
FGS,Punjab,AMRITSAR,Bangur,50
FGS,Punjab,AMRITSAR,Rockstrong,50
FGS,Punjab,AMRITSAR,Shree,73.13333333
FGS,Punjab,BARNALA,Bangur,50
FGS,Punjab,BARNALA,Rockstrong,50
FGS,Punjab,BARNALA,Shree,50
FGS,Punjab,BHATINDA,Bangur,160
FGS,Punjab,BHATINDA,Rockstrong,64.5
FGS,Punjab,BHATINDA,Shree,119.2333333
FGS,Punjab,FARIDKOT,Bangur,50
FGS,Punjab,FARIDKOT,Rockstrong,50
FGS,Punjab,FARIDKOT,Shree,60.13333333
FGS,Punjab,FATEHGARH SAHIB,Shree,50
FGS,Punjab,FAZILKA,Bangur,50
FGS,Punjab,FAZILKA,Rockstrong,50
FGS,Punjab,FAZILKA,Shree,50
FGS,Punjab,FEROZEPUR,Bangur,50
FGS,Punjab,FEROZEPUR,Shree,50
FGS,Punjab,GURDASPUR,Bangur,150.7
FGS,Punjab,GURDASPUR,Rockstrong,50
FGS,Punjab,GURDASPUR,Shree,383.2333333
FGS,Punjab,HOSHIARPUR,Bangur,50
FGS,Punjab,HOSHIARPUR,Rockstrong,50
FGS,Punjab,HOSHIARPUR,Shree,125.525
FGS,Punjab,JALLANDHAR,Bangur,50
FGS,Punjab,JALLANDHAR,Rockstrong,50
FGS,Punjab,JALLANDHAR,Shree,152.5833333
FGS,Punjab,KAPURTHALA,Rockstrong,50
FGS,Punjab,KAPURTHALA,Shree,50
FGS,Punjab,LUDHIANA,Bangur,50
FGS,Punjab,LUDHIANA,Rockstrong,50
FGS,Punjab,LUDHIANA,Shree,271.7
FGS,Punjab,MALERKOTLA,Bangur,50
FGS,Punjab,MALERKOTLA,Shree,50
FGS,Punjab,MANSA,Bangur,50
FGS,Punjab,MANSA,Rockstrong,51.3
FGS,Punjab,MANSA,Shree,50
FGS,Punjab,MOGA,Bangur,50
FGS,Punjab,MOGA,Rockstrong,50
FGS,Punjab,MOGA,Shree,50
FGS,Punjab,MUKTSAR,Bangur,50
FGS,Punjab,MUKTSAR,Rockstrong,50
FGS,Punjab,MUKTSAR,Shree,57.13333333
FGS,Punjab,NAWANSHAHAR,Shree,50
FGS,Punjab,PATHANKOT,Bangur,50
FGS,Punjab,PATHANKOT,Rockstrong,50
FGS,Punjab,PATHANKOT,Shree,50
FGS,Punjab,PATIALA,Shree,50
FGS,Punjab,SANGRUR,Bangur,60.46666667
FGS,Punjab,SANGRUR,Rockstrong,50
FGS,Punjab,SANGRUR,Shree,77.03333333
FGS,Punjab,TARANTAARAN,Bangur,50
FGS,Punjab,TARANTAARAN,Rockstrong,50
FGS,Punjab,TARANTAARAN,Shree,50
FGS,Rajasthan,BIKANER,Bangur,50
FGS,Rajasthan,BIKANER,Rockstrong,50
FGS,Rajasthan,BIKANER,Shree,50
FGS,Rajasthan,CHURU,Bangur,50
FGS,Rajasthan,CHURU,Shree,50
FGS,Rajasthan,HANUMANGARH,Bangur,50
FGS,Rajasthan,HANUMANGARH,Rockstrong,50
FGS,Rajasthan,HANUMANGARH,Shree,50
FGS,Rajasthan,JHUNJHUNU,Bangur,50
FGS,Rajasthan,JHUNJHUNU,Shree,50
FGS,Rajasthan,SIKAR,Bangur,50
FGS,Rajasthan,SIKAR,Shree,50
FGS,Rajasthan,SRIGANGANAGAR,Bangur,50
FGS,Rajasthan,SRIGANGANAGAR,Rockstrong,50
FGS,Rajasthan,SRIGANGANAGAR,Shree,58.171
